Deposit,Sample,Reference,Fe,Mn,Co,Cu,Ga,Ge,Ag,Cd,In,Sn,Sb,Pb,Deposit type
Kapp Mineral,,"Cook et al., 2009",14493,9,6,160,2.36,1.49,60.4,1036,2.5,11.4,8.57,1819,MVT
Vorta,DMV,"Cook et al., 2009",1429,585,0.02,314,184,18.5,3.93,4453,0.005,0.05,2.15,8.59,VMS
Vorta,,"Cook et al., 2009",1555,616,0.02,515,75.7,9.3,2.15,4620,0.01,0.025,2.73,1.78,VMS
Vorta,,"Cook et al., 2009",2051,753,0.015,425,363,23.4,2.68,5033,0.005,0.07,1.63,7.85,VMS
Vorta,,"Cook et al., 2009",2117,761,0.01,131,79.9,2.73,1.59,5077,0.01,0.08,0.76,2.18,VMS
Vorta,,"Cook et al., 2009",2403,367,0.015,719,86.2,6.77,9.27,4922,0.01,0.05,0.85,3426,VMS
Vorta,,"Cook et al., 2009",2617,443,0.015,155,167,9.15,1.38,5088,0.01,0.08,0.04,0.46,VMS
Vorta,,"Cook et al., 2009",917,165,0.06,461,83.9,8.64,21.2,4169,0.06,0.895,17.1,248,VMS
Vorta,,"Cook et al., 2009",2405,557,0.015,337,75.2,2.99,3.56,4598,0.04,0.24,0.71,3.42,VMS
Eskay Creek,P5,"Cook et al., 2009",5695,3377,0.035,157,148,0.73,12.5,4590,0.9,29.7,29.2,14.9,VMS
Eskay Creek,,"Cook et al., 2009",5390,3409,0.065,78,83.7,1.34,8.23,2720,0.1,5.3,20.3,4.1,VMS
Eskay Creek,,"Cook et al., 2009",4479,3336,0.1,67,25,0.8,39.5,4955,13.7,3.7,117,46.3,VMS
Eskay Creek,,"Cook et al., 2009",5249,3266,0.06,704,857,13.68,6.8,3756,0.1,31.1,5.06,1.15,VMS
Eskay Creek,,"Cook et al., 2009",4277,4744,0.04,128,93.1,0.47,16.4,4432,0.3,26.2,164,97,VMS
Eskay Creek,,"Cook et al., 2009",4367,2296,0.17,75,19.2,1.01,26,3201,0.1,17.7,34.3,5.48,VMS
Zinkgruvan,zn99.2,"Cook et al., 2009",31735,499,157,1.9,1.98,1.07,4.63,3718,0.27,0.09,0.12,1.38,VMS
Zinkgruvan,,"Cook et al., 2009",33261,532,164,5.1,2.78,1.17,12.6,3943,0.31,0.21,4.12,193,VMS
Zinkgruvan,,"Cook et al., 2009",31751,502,157,3.1,2.37,0.82,4.65,3661,0.3,0.08,0.24,2.77,VMS
Zinkgruvan,,"Cook et al., 2009",33006,524,163,4,1.94,1.19,6.12,3933,0.32,0.25,1.38,2.95,VMS
Zinkgruvan,,"Cook et al., 2009",31930,507,159,3.1,1.87,1.07,4.55,3807,0.26,0.11,0.28,15.01,VMS
Zinkgruvan,zn99.2-1,"Frenzel et al., 2020",31740,487.9,123.5,1.7077,1.137,0.3,3.111,1188,0.210760792,0.04,0.089,0.636,VMS
Zinkgruvan,,"Frenzel et al., 2020",31720,481.9,124.5,2.84,1.116,0.3,4.4,1180,0.206776388,0.135,0.48,1.74,VMS
Zinkgruvan,,"Frenzel et al., 2020",31510,484.5,123.2,3.26445,1.1,0.3,4.08,1175,0.20858278,0.133,0.415,2.24,VMS
Zinkgruvan,,"Frenzel et al., 2020",31430,482.6,123,2.1746,1.12,0.3,4.65,1171,0.211411019,0.095,0.243,1.639,VMS
Zinkgruvan,,"Frenzel et al., 2020",31500,482.9,123.08,2.36,1.115,0.3,3.47,1168.8,0.198913713,0.126,0.334,3.27,VMS
Zinkgruvan,,"Frenzel et al., 2020",31880,485.5,124.32,3.181,1.081,0.3,5.218,1159.5,0.205829196,0.153,0.799,3.669,VMS
Zinkgruvan,,"Frenzel et al., 2020",31510,479.7,122.34,10.25,1.23,0.3,13.01,1151.6,0.203132095,0.968,7.76,8.52,VMS
Zinkgruvan,,"Frenzel et al., 2020",31630,481.6,122.93,4.42,1.085,0.3,6.38,1161,0.193742877,0.184,1.018,2.914,VMS
Zinkgruvan,,"Frenzel et al., 2020",31580,483.2,122.75,2.59,1.074,0.3,5.34,1144.7,0.192975113,0.106,5.89,33.7,VMS
Zinkgruvan,,"Frenzel et al., 2020",31390,479.6,122.1,2.71,1.081,0.3,3.54,1144.5,0.207243197,0.092,0.264,1.09,VMS
Zinkgruvan,,"Frenzel et al., 2020",31610,473.8,122.9,2.417,1.098,0.3,3.528,1126.3,0.196308451,0.091,0.337,1.234,VMS
Zinkgruvan,,"Frenzel et al., 2020",31570,479.4,122.5,2.832,1.07,0.3,2.547,1125.1,0.186568733,0.04,0.107,0.782,VMS
Zinkgruvan,,"Frenzel et al., 2020",31560,481.6,123.8,5.61,1.078,0.3,7.59,1119,0.203069141,0.302,2.069,4.41,VMS
Zinkgruvan,,"Frenzel et al., 2020",32020,489.9,124.57,2.93,1.043,0.3,3.69,1134.7,0.210664199,0.04,0.229,1.25,VMS
Zinkgruvan,,"Frenzel et al., 2020",31800,488.2,123.3,2.866,1.063,0.3,4.71,1124,0.202633555,0.116,0.521,1.989,VMS
Zinkgruvan,,"Frenzel et al., 2020",32150,493,125.6,2.72,1.1,0.3,3.51,1122.3,0.198810776,0.13,0.418,1.24,VMS
Zinkgruvan,,"Frenzel et al., 2020",32030,493.8,125.3,3.83,1.068,0.3,4.87,1121,0.196755258,0.212,1.082,3.15,VMS
Zinkgruvan,,"Frenzel et al., 2020",31710,480.1,122.07,2.32,1.05,0.3,3.053,1126,0.20321729,0.04,0.104,1.296,VMS
Zinkgruvan,,"Frenzel et al., 2020",32040,481.6,123.4,3.77,1.046,0.3,5.14,1127.9,0.207520361,0.19,1.491,2.23,VMS
Zinkgruvan,,"Frenzel et al., 2020",32390,489.5,124.4,5.9,0.904,0.3,4.91,1126,0.207380973,0.169,3.72,4.28,VMS
Zinkgruvan,,"Frenzel et al., 2020",32130,486,125.1,3.38,1.057,0.3,4.14,1136,0.207486164,0.297,1.134,2.16,VMS
Zinkgruvan,,"Frenzel et al., 2020",32560,493.6,126,2.33,1.002,0.3,4.64,1122,0.193736767,0.085,0.206,1.157,VMS
Zinkgruvan,,"Frenzel et al., 2020",32270,484.2,124.7,3.09,1.023,0.3,5.04,1121.2,0.210605202,0.13,0.868,2.149,VMS
Zinkgruvan,,"Frenzel et al., 2020",31950,480.9,123.9,4.71,1.051,0.3,6.23,1121,0.194484016,0.171,0.869,2.899,VMS
Zinkgruvan,,"Frenzel et al., 2020",32240,491.2,125.6,4.57,1.13,0.3,6.39,1103,0.190211129,0.229,1.89E+00,4.6,VMS
Zinkgruvan,,"Frenzel et al., 2020",32170,485.1,124.4,2.179,1.343,0.3,3.084,1105,0.202836617,0.04,0.04,0.163,VMS
Zinkgruvan,,"Frenzel et al., 2020",31940,480.8,122.8,1.978,1.281,0.3,2.831,1114.3,0.202148465,0.04,0.04,0.462,VMS
Zinkgruvan,,"Frenzel et al., 2020",31930,479.3,123.7,2.019,1.327,0.3,2.88,1112,0.191847155,0.04,0.04,0.825,VMS
Zinkgruvan,,"Frenzel et al., 2020",31970,482.8,124.2,2.533,1.171,0.3,4.063,1113.5,0.217277148,0.04,0.276,1.7,VMS
Zinkgruvan,,"Frenzel et al., 2020",31920,484.6,124.69,6.49,1.145,0.3,8.9,1115,0.204940618,0.22,1.881,8.39,VMS
Zinkgruvan,,"Frenzel et al., 2020",31990,484.4,123.9,1.793,1.134,0.3,2.874,1123,0.218803767,0.04,0.033,0.263,VMS
Zinkgruvan,,"Frenzel et al., 2020",31840,483.1,124.09,2.5,1.201,0.3,3.542,1129.3,0.192801944,0.04,0.211,0.946,VMS
Zinkgruvan,,"Frenzel et al., 2020",31610,477.6,123.2,3.51,1.177,0.3,5.5,1127.5,0.203295582,0.133,0.835,3.33,VMS
Zinkgruvan,,"Frenzel et al., 2020",31690,477.3,122.4,2.97,1.197,0.3,3.99,1128.6,0.190259959,0.12,0.478,1.936,VMS
Zinkgruvan,,"Frenzel et al., 2020",32060,480.5,124.4,3.04,1.159,0.3,4.628,1130.7,0.202589335,0.138,0.635,2.383,VMS
Zinkgruvan,,"Frenzel et al., 2020",31920,478.6,122.8,3.18,0.943,0.3,3.24,1134.7,0.162623855,0.188,1.54,2.41,VMS
Zinkgruvan,,"Frenzel et al., 2020",32050,481.4,123.83,1.763,0.988,0.3,1.387,1140,0.189276961,0.04,0.04,0.138,VMS
Zinkgruvan,,"Frenzel et al., 2020",31910,478.1,123.3,2.001,1.175,0.3,2.403,1140.1,0.197711718,0.04,0.135,0.735,VMS
Zinkgruvan,,"Frenzel et al., 2020",31740,476.1,123.26,2.246,1.187,0.3,3.176,1136.7,0.197743102,0.082,0.143,0.775,VMS
Zinkgruvan,,"Frenzel et al., 2020",32230,484.8,124.5,2.798,1.133,0.3,3.447,1166,0.205743787,0.084,0.417,1.483,VMS
Zinkgruvan,,"Frenzel et al., 2020",31970,484.8,124.4,3.27,1.101,0.3,4.59,1176,0.200630048,0.121,0.626,2.237,VMS
Marketorp,Ma99.4,"Cook et al., 2009",89041,2098,164,2716,0.9,2.34,7.42,3136,24.7,0.21,0.04,8.79,VMS
Marketorp,,"Cook et al., 2009",96411,1843,177,1514,1.09,1.84,8.88,3130,25,0.09,0.02,0.81,VMS
Marketorp,,"Cook et al., 2009",89429,1684,188,14368,1.31,1.97,33.58,3349,27.9,0.14,0.07,9.86,VMS
Marketorp,,"Cook et al., 2009",86959,1703,161,2536,1.05,1.78,12.65,3264,25.7,0.11,0.025,15.87,VMS
Marketorp,,"Cook et al., 2009",88386,1718,160,1414,0.77,1.99,11.61,3250,26.5,0.15,0.04,1.2,VMS
Marketorp,,"Cook et al., 2009",93577,1863,170,3501,0.61,2.16,8.86,3619,27.4,0.13,0.02,29.09,VMS
Marketorp,,"Cook et al., 2009",119418,18729,170,3219,9.57,12.6,18.25,2968,26.7,0.81,0.08,20.38,VMS
Marketorp,,"Cook et al., 2009",111796,3198,167,2898,3.43,3.19,8.06,3289,27.1,0.54,0.07,8.28,VMS
Sauda, Sa -1,"Cook et al., 2009",120205,1449,44,40,7.1,1.43,5.48,3488,42,0.49,0.01,0.005,VMS
Sauda,,"Cook et al., 2009",73524,898,27,41,4.22,0.9,4.79,2135,30,0.59,0.1,0.005,VMS
Sauda,,"Cook et al., 2009",72227,892,27,25,4.11,0.99,3.69,2086,30,0.3,0.01,0.005,VMS
Sauda,,"Cook et al., 2009",73837,923,27,26,4.69,0.94,4.72,2127,29,1.09,0.005,0.005,VMS
Sauda,,"Cook et al., 2009",77519,941,25,24,8.63,1.1,3.07,2072,27,0.41,0.005,0.005,VMS
Sauda,,"Cook et al., 2009",72558,919,26,23,5.64,0.86,3.32,2029,28,1.18,0.02,0.005,VMS
Sauda,,"Cook et al., 2009",75334,934,26,26,6.04,1.07,3.67,2087,28,1.26,0.01,0.005,VMS
Sauda,,"Cook et al., 2009",69576,874,26,22,4.78,0.91,3.94,1973,28,0.5,0.01,0.005,VMS
Sauda,,"Cook et al., 2009",75950,940,25,44,6.01,1.06,2.88,2036,27,0.37,0.02,0.005,VMS
Sauda,,"Cook et al., 2009",74881,925,25,23,5.11,1.04,2.44,1985,28,0.27,0.01,0.005,VMS
Hetaoping,HTP,"Ye et al., 2011",35051,2844,109,9,0.87,2.61,5.9,4170,0.015,0.11,0.5,1.9,Skarn
Hetaoping,,"Ye et al., 2011",37358,2839,108,8,0.43,2.6,5.1,4244,0.011,0.11,1.1,2.8,Skarn
Hetaoping,,"Ye et al., 2011",37927,2818,111,7,0.49,2.83,4.5,4314,0.01,0.1,0.005,0.2,Skarn
Hetaoping,,"Ye et al., 2011",39021,2819,111,9,0.33,2.64,6,4328,0.013,0.1,3.3,6.4,Skarn
Hetaoping,,"Ye et al., 2011",38631,2822,110,13,1.43,2.75,6,4242,0.009,0.11,1.6,3.4,Skarn
Hetaoping,,"Ye et al., 2011",38555,2830,112,16,1.02,2.7,8,4237,0.007,0.1,5.8,6.6,Skarn
Hetaoping,,"Ye et al., 2011",38187,2819,110,9,0.58,2.8,5.5,4259,0.007,0.09,2.7,5,Skarn
Hetaoping,,"Ye et al., 2011",32878,2866,109,8,1.84,2.64,5,4128,0.009,0.12,0.3,2,Skarn
Hetaoping,174HTP,"Ye et al., 2011",102151,5438,71,33,0.1,3.11,4.7,5532,0.158,0.115,0.3,0.9,Skarn
Hetaoping,,"Ye et al., 2011",114483,4339,84,8337,0.07,3.26,25.2,6995,0.179,0.13,21.5,63,Skarn
Hetaoping,,"Ye et al., 2011",97556,5578,83,41,0.06,3.03,7.5,5892,0.104,0.07,4.1,6.6,Skarn
Hetaoping,,"Ye et al., 2011",92512,5366,80,12,0.46,2.76,6.5,5486,0.09,0.09,1.5,3.2,Skarn
Hetaoping,,"Ye et al., 2011",102774,4840,72,2853,0.08,3.15,14.5,5756,0.136,0.11,10.5,56,Skarn
Hetaoping,,"Ye et al., 2011",103733,5232,70,2180,0.08,3.26,15.9,5989,0.153,0.06,15.2,22,Skarn
Hetaoping,,"Ye et al., 2011",92567,4359,71,533,0.14,2.85,16,5420,0.133,0.09,13.4,18,Skarn
Hetaoping,,"Ye et al., 2011",96416,5766,94,35,0.28,2.85,11.5,5705,0.119,0.11,7.9,17,Skarn
Hetaoping,,"Ye et al., 2011",21160,1295,442,12,0.32,3.1,8,4091,0.002,0.115,6.4,78,Skarn
Hetaoping,,"Ye et al., 2011",20311,1241,428,9,0.45,2.62,7.6,4237,0.005,0.08,3.2,364,Skarn
Hetaoping,,"Ye et al., 2011",20417,1247,443,6,0.74,2.78,5.4,4179,0.004,0.09,0.5,1.5,Skarn
Hetaoping,,"Ye et al., 2011",20852,1272,428,9,0.35,2.51,6.1,4218,0.004,0.07,2.9,7.2,Skarn
Hetaoping,,"Ye et al., 2011",20684,1260,431,6,0.6,2.79,4.9,4192,0.003,0.09,0.3,60,Skarn
Hetaoping,,"Ye et al., 2011",21359,1296,473,7,0.85,2.88,5,4004,0.002,0.07,0.8,2.1,Skarn
Hetaoping,,"Ye et al., 2011",21367,1325,473,7,0.87,2.95,4.4,4092,0.002,0.1,0.1,0.5,Skarn
Hetaoping,,"Ye et al., 2011",20646,1250,473,778,0.35,2.73,10.1,3991,0.001,0.1,6.6,169,Skarn
Luziyuan,47LZY,"Ye et al., 2011",43693,1251,436,58,0.22,3.3,7.6,2233,0.112,0.24,26.1,1545,Skarn
Luziyuan,,"Ye et al., 2011",44682,1241,461,194,0.19,2.9,4.4,2290,0.106,0.03,6.1,62.5,Skarn
Luziyuan,,"Ye et al., 2011",43179,1392,435,5,0.26,2.82,3.8,2299,0.117,0.09,0.9,1.1,Skarn
Luziyuan,,"Ye et al., 2011",44123,1553,440,8,0.22,2.69,3.9,2323,0.11,0.1,0.3,0.6,Skarn
Luziyuan,,"Ye et al., 2011",44138,1252,420,32,0.16,2.82,4.5,2393,0.117,0.12,5.6,1173.8,Skarn
Luziyuan,,"Ye et al., 2011",44768,2143,427,11,1.03,2.9,3.8,2168,0.11,0.14,4,5,Skarn
Luziyuan,,"Ye et al., 2011",43310,1431,429,13,0.26,2.7,4.4,2235,0.111,0.13,6.6,10.9,Skarn
Luziyuan,,"Ye et al., 2011",43040,1430,427,13,0.21,2.77,4.6,2303,0.109,0.1,6.3,13.9,Skarn
Luziyuan,29LZY,"Ye et al., 2011",105858,601,257,111,0.62,2.8,5.4,2091,0.06,1.23,4.1,2.5,Skarn
Luziyuan,,"Ye et al., 2011",97175,684,228,16,0.58,2.96,4.4,2050,0.047,0.14,0.0475,0.6,Skarn
Luziyuan,,"Ye et al., 2011",99246,658,313,56,0.54,3.19,5.3,2068,0.023,0.14,0.7,0.9,Skarn
Luziyuan,,"Ye et al., 2011",93164,635,220,67,0.67,2.57,6.3,2004,0.069,9.11,8.1,3.4,Skarn
Luziyuan,,"Ye et al., 2011",105621,737,246,40,0.47,3.73,5.3,2020,0.024,0.04,2.9,2.6,Skarn
Luziyuan,,"Ye et al., 2011",94392,630,245,399,0.48,3.21,14.1,1795,0.071,4.7,19.1,30.8,Skarn
Luziyuan,,"Ye et al., 2011",98574,642,212,873,0.52,3.63,17.2,2017,0.012,0.52,21.5,18.8,Skarn
Luziyuan,,"Ye et al., 2011",99906,645,231,472,0.59,2.53,10.7,1688,0.053,8.1,19.3,63.7,Skarn
Luziyuan,LZY61,"Ye et al., 2011",56786,1105,413,12,0.12,2.93,4.7,2160,0.007,0.12,0.6,1.6,Skarn
Luziyuan,,"Ye et al., 2011",57485,1085,411,17,0.12,2.93,4.8,2181,0.01,0.15,1.2,3.4,Skarn
Luziyuan,,"Ye et al., 2011",56723,1021,406,10,0.11,3.15,4.4,2184,0.005,0.09,0.9,2.6,Skarn
Luziyuan,,"Ye et al., 2011",55373,1036,410,8,0.11,3.06,4.2,2099,0.007,0.1,0.0045,0.0025,Skarn
Luziyuan,,"Ye et al., 2011",55462,996,409,15,0.11,2.98,4.7,2111,0.008,0.15,0.5,2.2,Skarn
Luziyuan,,"Ye et al., 2011",60554,1008,413,16,0.12,3.13,4.4,2362,0.008,0.13,1.3,2.9,Skarn
Luziyuan,,"Ye et al., 2011",57473,1223,412,20,0.16,3.08,5.4,2220,0.01,0.17,3.5,8.4,Skarn
Luziyuan,,"Ye et al., 2011",58588,1270,413,13,0.13,2.93,4.7,2237,0.006,0.15,1.9,5.4,Skarn
Laochang,9LC,"Ye et al., 2011",130008,2626,0.34,139,8.66,2.83,5.8,8798,191,3.33,0.1,0.8,VMS
Laochang,,"Ye et al., 2011",127420,2660,0.08,162,9.73,2.52,4.8,8534,188,4.01,0.0336,0.3,VMS
Laochang,,"Ye et al., 2011",129613,2707,0.16,148,6.6,2.98,6.3,8709,184,2.86,0.1,3.4,VMS
Laochang,,"Ye et al., 2011",126228,2844,0.61,167,13.83,3.57,5.5,8607,232,5.17,0.1,0.3,VMS
Laochang,,"Ye et al., 2011",129302,2845,0.57,206,22.5,4.94,6.6,8631,230,9.64,4.1,556,VMS
Laochang,,"Ye et al., 2011",127308,2761,0.51,165,5.62,3.6,5.8,8939,196,5.5,0.0528,0.5,VMS
Laochang,,"Ye et al., 2011",130321,2879,0.65,163,12.72,2.93,6.3,8766,206,2.38,0.2,9.7,VMS
Laochang,,"Ye et al., 2011",128769,2711,0.38,149,10.5,3.64,5.7,8765,193,3.72,0.0525,0.4,VMS
Laochang,,"Ye et al., 2011",125661,2678,0.08,155,10.62,2.76,7.6,8526,179,13.58,1.9,1.7,VMS
Laochang,,"Ye et al., 2011",127950,2690,0.56,146,11.62,3.13,6.7,8832,176,4.98,0.1,0.4,VMS
Laochang,,"Ye et al., 2011",123724,2645,0.35,236,7.1,7.13,8,8420,183,4.94,2.8,7.8,VMS
Laochang,,"Ye et al., 2011",126937,2767,0.07,380,9.98,5.64,8.6,8532,191,9.11,3.2,19.8,VMS
Laochang,,"Ye et al., 2011",132072,2771,0.72,188,46.4,2.11,6.4,8697,134,6.25,0.3,1.8,VMS
Laochang,,"Ye et al., 2011",129473,2695,0.91,119,46.53,3.85,6,8665,80,4.07,0.1,0.4,VMS
Laochang,LC19,"Ye et al., 2011",154203,4111,0.6,197,12.05,3.78,6.3,8770,263,19.49,1.5,4.8,VMS
Laochang,,"Ye et al., 2011",138954,3173,1.13,364,5.68,3.21,6.2,8749,566,3.72,0.0068,0.4,VMS
Laochang,,"Ye et al., 2011",138823,3123,1.21,164,6.11,4.32,5.2,8807,236,4.04,0.2,1,VMS
Laochang,,"Ye et al., 2011",144538,3558,0.45,266,117.05,3.64,6.2,8306,252,38.11,0.9,2,VMS
Laochang,,"Ye et al., 2011",139883,3482,0.24,274,60.72,3.86,7.5,8947,262,2.81,1.2,2.4,VMS
Laochang,,"Ye et al., 2011",141388,3558,0.37,260,37.91,3.47,6,8909,262,6.41,0.2,0.9,VMS
Laochang,,"Ye et al., 2011",139995,3525,0.43,275,59.09,3.45,5.9,8915,254,5.76,0.1,0.5,VMS
Laochang,,"Ye et al., 2011",138973,3191,0.18,205,30.83,3.63,6.6,8745,250,2.23,0.5,1.4,VMS
Laochang,LC09,"Ye et al., 2011",124740,3266,1.52,411,24.49,9.2,7.3,8519,117,5.85,1,14.7,VMS
Laochang,,"Ye et al., 2011",128675,3287,1.12,210,3,3.89,8.7,8901,231,8.34,2.9,54.1,VMS
Laochang,,"Ye et al., 2011",126822,3222,0.44,2020,17.52,15.13,7.6,9600,160,5.55,2.3,15.3,VMS
Laochang,,"Ye et al., 2011",121861,3219,2.24,143,24.19,2.71,7.1,8573,89,4.29,1.6,5.1,VMS
Laochang,,"Ye et al., 2011",123927,3309,3.06,227,21.88,4.06,9.7,8860,117,8.07,2.6,25.8,VMS
Laochang,,"Ye et al., 2011",122400,3207,4.41,128,22.34,2.89,7.5,9070,122,4.22,0.5,5.7,VMS
Laochang,,"Ye et al., 2011",122818,3172,1.81,210,2.27,2.81,5.8,8558,203,3.83,0.4,2.8,VMS
Laochang,,"Ye et al., 2011",121694,3114,1.68,137,24.44,2.76,10.1,8519,66,8.18,1.3,25.2,VMS
Huize,Hui 1086,"Ye et al., 2011",37553,121,0.04,1188,1.11,354,36.8,3637,0.0016,0.14,72.3,19.5,MVT
Huize,,"Ye et al., 2011",25183,88,0.04,357,6.18,98,22.1,3404,0.003,0.1,43.9,15.3,MVT
Huize,,"Ye et al., 2011",47248,137,0.05,926,19.75,146,76.8,4647,0.003,0.1,306.8,44.3,MVT
Huize,,"Ye et al., 2011",32666,100,0.04,809,8.06,221,30.9,2817,0.002,0.11,65.7,10.6,MVT
Huize,,"Ye et al., 2011",32551,105,0.03,287,0.4,90,14.3,3104,0.00105,0.1,4.2,1.2,MVT
Huize,,"Ye et al., 2011",40305,132,0.05,263,3.96,80,13.3,2977,0.001,0.08,7.5,7.1,MVT
Huize,,"Ye et al., 2011",30932,118,0.03,414,0.06,143,22.4,1728,0.0014,0.11,0.4,2.5,MVT
Huize,,"Ye et al., 2011",28080,88,0.04,575,0.34,186,13.7,2156,0.00125,0.11,11.4,3.5,MVT
Huize,1062HZF,"Ye et al., 2011",4873,7,0.01,7,0.05,3,9.6,1708,0.00145,0.07,0.0056,1.1,MVT
Huize,,"Ye et al., 2011",8088,43,0.01,18,0.88,5,22.5,1266,0.456,1.07,1.6,3.3,MVT
Huize,,"Ye et al., 2011",5139,82,0.005,32,0.18,10,15,894,0.457,1.27,0.6,6.4,MVT
Huize,,"Ye et al., 2011",18254,95,0.01,295,0.14,108,30.4,1632,0.355,1.5,2.1,6.9,MVT
Huize,,"Ye et al., 2011",8544,12,0.005,116,2.74,11,44.7,2392,0.019,0.33,130,14.7,MVT
Huize,,"Ye et al., 2011",16351,98,0.01,246,1.17,81,50.7,1518,0.089,2.05,2.1,67.7,MVT
Huize,,"Ye et al., 2011",5166,7,0.01,10,1.14,3,19.4,1626,0.00115,0.09,0.4,0.6,MVT
Huize,,"Ye et al., 2011",43664,125,0.04,533,0.21,199,35.9,2474,0.002,0.11,3,4.1,MVT
Huize,HZF1065,"Ye et al., 2011",19732,78,0.02,119,0.18,40,9,1714,0.392,0.5,0.8,0.8,MVT
Huize,,"Ye et al., 2011",6482,35,0.01,16,7.82,3,10.9,1764,3.611,0.62,2.8,5.3,MVT
Huize,,"Ye et al., 2011",16662,45,0.05,66,1.15,14,16.8,1423,0.34,1.21,27.4,12.4,MVT
Huize,,"Ye et al., 2011",13771,151,0.02,23,8.1,5,12.7,1555,1.83,0.79,3,5.7,MVT
Huize,,"Ye et al., 2011",17462,58,0.02,51,1.49,17,8.4,1520,0.597,1.38,1.6,3.1332,MVT
Huize,,"Ye et al., 2011",18822,300,0.06,7,0.17,3,6,1619,0.826,0.33,2.1,1.7,MVT
Huize,,"Ye et al., 2011",7040,11,0.005,14,7.95,3,8.4,1597,5.611,0.16,0.1,0.4,MVT
Huize,,"Ye et al., 2011",24444,270,0.01,521,21.11,154,13.9,1707,2.29,27.42,0.2,0.4,MVT
Niujiaotang,B10,"Ye et al., 2011",77235,24,1.44,83,32.53,25.32,16.7,9680,0.753,5.81,0.5,140,MVT
Niujiaotang,,"Ye et al., 2011",2842,6,0.08,32,6.6,24.37,6.3,7086,0.02,0.21,0.0025,163,MVT
Niujiaotang,,"Ye et al., 2011",9394,2,0.01,137,5.19,127.88,75.4,23400,0.001,0.14,0.00305,28,MVT
Niujiaotang,,"Ye et al., 2011",18155,13,0.01,80,6.59,72.67,15.6,9077,0.327,2.68,0.0034,120,MVT
Niujiaotang,,"Ye et al., 2011",5221,8,0.00185,3,0.68,16.95,3.8,8244,0.004,0.36,0.0036,150,MVT
Niujiaotang,,"Ye et al., 2011",3244,3,0.01,169,11.27,9.53,26.7,9960,0.153,1.62,0.00315,93,MVT
Niujiaotang,,"Ye et al., 2011",11411,8,0.0023,11,2.47,60.14,6.2,4226,0.013,0.72,0.00375,620,MVT
Niujiaotang,,"Ye et al., 2011",985,4,0.22,0.02205,0.02,2.15,3.5,20621,0.011,0.32,0.002,2427,MVT
Niujiaotang,,"Ye et al., 2011",5419,20,0.14,196,23.66,97.39,43,20340,0.498,3.67,0.2,67,MVT
Niujiaotang,B-6,"Ye et al., 2011",3904,3,0.01,39,8.65,6.71,7.2,26998,0.015,0.36,0.00265,143,MVT
Niujiaotang,,"Ye et al., 2011",16006,9,0.0016,4,9.8,37.26,4.1,13439,0.009,0.18,0.00515,145,MVT
Niujiaotang,,"Ye et al., 2011",10150,10,0.00205,6,3.97,53.49,4.2,7398,0.003,0.64,0.4,673,MVT
Niujiaotang,,"Ye et al., 2011",1033,1,0.02,11,3.32,6.52,4.8,6334,0.005,1.16,0.0039,50,MVT
Niujiaotang,,"Ye et al., 2011",2349,4,0.00235,17,7.28,22.81,6.2,6607,0.086,1.05,0.0034,43,MVT
Niujiaotang,,"Ye et al., 2011",2253,2,0.00265,3,2.52,13.67,3.8,10443,0.012,0.32,0.0036,61,MVT
Niujiaotang,,"Ye et al., 2011",3167,4,0.1,20,12.34,26.1,5.7,9343,0.055,0.6,0.0042,174,MVT
Niujiaotang,,"Ye et al., 2011",1333,1,0.02,17,10.09,18.44,8.1,8301,0.01,0.83,0.0031,108,MVT
Niujiaotang,,"Ye et al., 2011",23399,17,0.35,38,12.85,59.44,7.5,10133,0.186,1.13,0.00565,433,MVT
Niujiaotang,H-22,"Ye et al., 2011",14018,22,0.01,53,1.78,160,4.4,9226,0.00095,0.16,0.00565,238,MVT
Niujiaotang,,"Ye et al., 2011",2192,7,0.00285,1,1.43,16.82,4.5,15212,0.0009,0.09,0.0037,179,MVT
Niujiaotang,,"Ye et al., 2011",13068,93,2.07,194,48.32,187.45,5.5,8219,0.054,4.97,1.4,817,MVT
Niujiaotang,,"Ye et al., 2011",29815,214,0.0026,302,2.76,546.7,8.3,956,0.005,0.98,0.1,3493,MVT
Niujiaotang,,"Ye et al., 2011",36604,225,0.02,258,64.54,287.66,5.9,3697,0.193,12.3,0.8,1316,MVT
Niujiaotang,,"Ye et al., 2011",4696,28,0.0023,90,0.87,120.36,3.9,3527,0.001,0.14,0.00325,358,MVT
Niujiaotang,,"Ye et al., 2011",2421,4,0.03,23,4.15,17.52,3.7,10019,0.005,0.24,0.0027,151,MVT
Niujiaotang,,"Ye et al., 2011",8043,12,0.002,69,5.05,124.81,3.8,5369,0.01,0.4,0.00385,126,MVT
Mengxing,1M,"Ye et al., 2011",7227,43,0.11,111,2.49,9.73,4.3,8231,0.0073,0.31,83,563,MVT
Mengxing,,"Ye et al., 2011",11744,14,2.38,172,3.89,30.39,4.2,12594,0.014,0.23,85,775,MVT
Mengxing,,"Ye et al., 2011",7513,7,0.13,201,4.38,53.89,4.2,12745,0.0087,0.36,76,168,MVT
Mengxing,,"Ye et al., 2011",6816,7,0.06,143,7.09,24.77,4.5,10428,0.038,0.46,90,160,MVT
Mengxing,,"Ye et al., 2011",11407,16,0.44,184,2.24,4.27,4,10285,0.01,0.43,52,714,MVT
